weight_norm/gru.weight_hh_l0,weight_norm/gru.bias_ih_l0,weight_norm/fc.0.weight,weight_norm/gru.bias_hh_l1,step,weight_norm/gru.weight_ih_l0,weight_norm/fc.0.bias,weight_norm/gru.bias_ih_l1,weight_norm/gru.weight_hh_l1,weight_norm/fc.3.bias,train_loss,weight_norm/fc.3.weight,epoch,weight_norm/gru.weight_ih_l1,weight_norm/gru.bias_hh_l0,train_loss_epoch,val_loss
,,,,1149,,,,,,0.0,,2,,,,
,,,,1159,,,,,,0.0,,2,,,,
,,,,1169,,,,,,0.0,,2,,,,
,,,,1179,,,,,,0.0,,2,,,,
,,,,1189,,,,,,0.0,,2,,,,
,,,,1199,,,,,,0.0,,2,,,,
,,,,1209,,,,,,0.0,,2,,,,
,,,,1219,,,,,,0.0,,2,,,,
,,,,1229,,,,,,0.0,,2,,,,
,,,,1239,,,,,,0.0,,2,,,,
,,,,1249,,,,,,0.0,,2,,,,
,,,,1259,,,,,,0.0,,2,,,,
,,,,1269,,,,,,0.0,,2,,,,
,,,,1279,,,,,,0.0,,2,,,,
,,,,1289,,,,,,0.0,,2,,,,
,,,,1299,,,,,,0.0,,2,,,,
,,,,1309,,,,,,0.0,,2,,,,
,,,,1319,,,,,,0.0,,2,,,,
,,,,1329,,,,,,0.0,,2,,,,
,,,,1339,,,,,,0.0,,2,,,,
,,,,1349,,,,,,0.0,,2,,,,
,,,,1359,,,,,,0.0,,2,,,,
,,,,1369,,,,,,0.0,,2,,,,
,,,,1379,,,,,,0.0,,2,,,,
,,,,1389,,,,,,0.0,,2,,,,
,,,,1399,,,,,,0.0,,2,,,,
,,,,1409,,,,,,0.0,,2,,,,
,,,,1419,,,,,,0.0,,2,,,,
,,,,1429,,,,,,0.0,,2,,,,
,,,,1439,,,,,,0.0,,2,,,,
,,,,1449,,,,,,0.0,,2,,,,
,,,,1459,,,,,,0.0,,2,,,,
,,,,1469,,,,,,0.0,,2,,,,
,,,,1479,,,,,,0.0,,2,,,,
,,,,1489,,,,,,0.0,,2,,,,
,,,,1499,,,,,,0.0,,2,,,,
,,,,1509,,,,,,0.0,,2,,,,
,,,,1519,,,,,,0.0,,2,,,,
,,,,1529,,,,,,0.0,,2,,,,
,,,,1539,,,,,,0.0,,2,,,,
,,,,1549,,,,,,0.0,,2,,,,
,,,,1559,,,,,,0.0,,2,,,,
,,,,1569,,,,,,0.0,,2,,,,
,,,,1579,,,,,,0.0,,2,,,,
,,,,1589,,,,,,0.0,,2,,,,
,,,,1599,,,,,,0.0,,2,,,,
,,,,1609,,,,,,0.0,,2,,,,
,,,,1619,,,,,,0.0,,2,,,,
,,,,1629,,,,,,0.0,,2,,,,
,,,,1639,,,,,,0.0,,2,,,,
,,,,1649,,,,,,0.0,,2,,,,
,,,,1659,,,,,,0.0,,2,,,,
,,,,1669,,,,,,0.0,,2,,,,
,,,,1679,,,,,,0.0,,2,,,,
,,,,1689,,,,,,0.0,,2,,,,
,,,,1694,,,,,,,,2,,,0.0,
,,,,1699,,,,,,0.0,,3,,,,
,,,,1709,,,,,,0.0,,3,,,,
,,,,1719,,,,,,0.0,,3,,,,
,,,,1729,,,,,,0.0,,3,,,,
,,,,1739,,,,,,0.0,,3,,,,
,,,,1749,,,,,,0.0,,3,,,,
,,,,1759,,,,,,0.0,,3,,,,
,,,,1769,,,,,,0.0,,3,,,,
,,,,1779,,,,,,0.0,,3,,,,
,,,,1789,,,,,,0.0,,3,,,,
,,,,1799,,,,,,0.0,,3,,,,
,,,,1809,,,,,,0.0,,3,,,,
,,,,1819,,,,,,0.0,,3,,,,
,,,,1829,,,,,,0.0,,3,,,,
,,,,1839,,,,,,0.0,,3,,,,
,,,,1849,,,,,,0.0,,3,,,,
,,,,1859,,,,,,0.0,,3,,,,
,,,,1869,,,,,,0.0,,3,,,,
,,,,1879,,,,,,0.0,,3,,,,
,,,,1889,,,,,,0.0,,3,,,,
,,,,1899,,,,,,0.0,,3,,,,
,,,,1909,,,,,,0.0,,3,,,,
,,,,1919,,,,,,0.0,,3,,,,
,,,,1929,,,,,,0.0,,3,,,,
,,,,1939,,,,,,0.0,,3,,,,
,,,,1949,,,,,,0.0,,3,,,,
,,,,1959,,,,,,0.0,,3,,,,
,,,,1969,,,,,,0.0,,3,,,,
,,,,1979,,,,,,0.0,,3,,,,
,,,,1989,,,,,,0.0,,3,,,,
,,,,1999,,,,,,0.0,,3,,,,
,,,,2009,,,,,,0.0,,3,,,,
,,,,2019,,,,,,0.0,,3,,,,
,,,,2029,,,,,,0.0,,3,,,,
,,,,2039,,,,,,0.0,,3,,,,
,,,,2049,,,,,,0.0,,3,,,,
,,,,2059,,,,,,0.0,,3,,,,
,,,,2069,,,,,,0.0,,3,,,,
,,,,2079,,,,,,0.0,,3,,,,
,,,,2089,,,,,,0.0,,3,,,,
,,,,2099,,,,,,0.0,,3,,,,
,,,,2109,,,,,,0.0,,3,,,,
,,,,2119,,,,,,0.0,,3,,,,
,,,,2129,,,,,,0.0,,3,,,,
,,,,2139,,,,,,0.0,,3,,,,
,,,,2149,,,,,,0.0,,3,,,,
,,,,2159,,,,,,0.0,,3,,,,
,,,,2169,,,,,,0.0,,3,,,,
,,,,2179,,,,,,0.0,,3,,,,
,,,,2189,,,,,,0.0,,3,,,,
,,,,2199,,,,,,0.0,,3,,,,
,,,,2209,,,,,,0.0,,3,,,,
,,,,2219,,,,,,0.0,,3,,,,
,,,,2229,,,,,,0.0,,3,,,,
,,,,2239,,,,,,0.0,,3,,,,
,,,,2249,,,,,,0.0,,3,,,,
,,,,2259,,,,,,0.0,,3,,,,
,,,,2259,,,,,,,,3,,,0.0,
,,,,2269,,,,,,0.0,,4,,,,
,,,,2279,,,,,,0.0,,4,,,,
,,,,2289,,,,,,0.0,,4,,,,
,,,,2299,,,,,,0.0,,4,,,,
,,,,2309,,,,,,0.0,,4,,,,
,,,,2319,,,,,,0.0,,4,,,,
,,,,2329,,,,,,0.0,,4,,,,
,,,,2339,,,,,,0.0,,4,,,,
,,,,2349,,,,,,0.0,,4,,,,
,,,,2359,,,,,,0.0,,4,,,,
,,,,2369,,,,,,0.0,,4,,,,
,,,,2379,,,,,,0.0,,4,,,,
,,,,2389,,,,,,0.0,,4,,,,
,,,,2399,,,,,,0.0,,4,,,,
,,,,2409,,,,,,0.0,,4,,,,
,,,,2419,,,,,,0.0,,4,,,,
,,,,2429,,,,,,0.0,,4,,,,
,,,,2439,,,,,,0.0,,4,,,,
,,,,2449,,,,,,0.0,,4,,,,
,,,,2459,,,,,,0.0,,4,,,,
,,,,2469,,,,,,0.0,,4,,,,
,,,,2479,,,,,,0.0,,4,,,,
,,,,2489,,,,,,0.0,,4,,,,
,,,,2499,,,,,,0.0,,4,,,,
,,,,2509,,,,,,0.0,,4,,,,
,,,,2519,,,,,,0.0,,4,,,,
,,,,2529,,,,,,0.0,,4,,,,
,,,,2539,,,,,,0.0,,4,,,,
,,,,2549,,,,,,0.0,,4,,,,
,,,,2559,,,,,,0.0,,4,,,,
,,,,2569,,,,,,0.0,,4,,,,
,,,,2579,,,,,,0.0,,4,,,,
,,,,2589,,,,,,0.0,,4,,,,
,,,,2599,,,,,,0.0,,4,,,,
,,,,2609,,,,,,0.0,,4,,,,
,,,,2619,,,,,,0.0,,4,,,,
,,,,2629,,,,,,0.0,,4,,,,
,,,,2639,,,,,,0.0,,4,,,,
,,,,2649,,,,,,0.0,,4,,,,
,,,,2659,,,,,,0.0,,4,,,,
,,,,2669,,,,,,0.0,,4,,,,
,,,,2679,,,,,,0.0,,4,,,,
,,,,2689,,,,,,0.0,,4,,,,
,,,,2699,,,,,,0.0,,4,,,,
,,,,2709,,,,,,0.0,,4,,,,
,,,,2719,,,,,,0.0,,4,,,,
,,,,2729,,,,,,0.0,,4,,,,
,,,,2739,,,,,,0.0,,4,,,,
,,,,2749,,,,,,0.0,,4,,,,
,,,,2759,,,,,,0.0,,4,,,,
,,,,2769,,,,,,0.0,,4,,,,
,,,,2779,,,,,,0.0,,4,,,,
,,,,2789,,,,,,0.0,,4,,,,
,,,,2799,,,,,,0.0,,4,,,,
,,,,2809,,,,,,0.0,,4,,,,
,,,,2819,,,,,,0.0,,4,,,,
,,,,2824,,,,,,,,4,,,0.0,
,,,,2829,,,,,,0.0,,5,,,,
,,,,2839,,,,,,0.0,,5,,,,
,,,,2849,,,,,,0.0,,5,,,,
,,,,2859,,,,,,0.0,,5,,,,
,,,,2869,,,,,,0.0,,5,,,,
,,,,2879,,,,,,0.0,,5,,,,
,,,,2889,,,,,,0.0,,5,,,,
,,,,2899,,,,,,0.0,,5,,,,
,,,,2909,,,,,,0.0,,5,,,,
,,,,2919,,,,,,0.0,,5,,,,
,,,,2929,,,,,,0.0,,5,,,,
,,,,2939,,,,,,0.0,,5,,,,
,,,,2949,,,,,,0.0,,5,,,,
,,,,2959,,,,,,0.0,,5,,,,
,,,,2969,,,,,,0.0,,5,,,,
,,,,2979,,,,,,0.0,,5,,,,
,,,,2989,,,,,,0.0,,5,,,,
,,,,2999,,,,,,0.0,,5,,,,
,,,,3009,,,,,,0.0,,5,,,,
,,,,3019,,,,,,0.0,,5,,,,
,,,,3029,,,,,,0.0,,5,,,,
,,,,3039,,,,,,0.0,,5,,,,
,,,,3049,,,,,,0.0,,5,,,,
,,,,3059,,,,,,0.0,,5,,,,
,,,,3069,,,,,,0.0,,5,,,,
,,,,3079,,,,,,0.0,,5,,,,
,,,,3089,,,,,,0.0,,5,,,,
,,,,3099,,,,,,0.0,,5,,,,
,,,,3109,,,,,,0.0,,5,,,,
,,,,3119,,,,,,0.0,,5,,,,
,,,,3129,,,,,,0.0,,5,,,,
,,,,3139,,,,,,0.0,,5,,,,
,,,,3149,,,,,,0.0,,5,,,,
,,,,3159,,,,,,0.0,,5,,,,
,,,,3169,,,,,,0.0,,5,,,,
,,,,3179,,,,,,0.0,,5,,,,
,,,,3189,,,,,,0.0,,5,,,,
,,,,3199,,,,,,0.0,,5,,,,
,,,,3209,,,,,,0.0,,5,,,,
,,,,3219,,,,,,0.0,,5,,,,
,,,,3229,,,,,,0.0,,5,,,,
,,,,3239,,,,,,0.0,,5,,,,
,,,,3249,,,,,,0.0,,5,,,,
,,,,3259,,,,,,0.0,,5,,,,
,,,,3269,,,,,,0.0,,5,,,,
,,,,3279,,,,,,0.0,,5,,,,
,,,,3289,,,,,,0.0,,5,,,,
,,,,3299,,,,,,0.0,,5,,,,
,,,,3309,,,,,,0.0,,5,,,,
,,,,3319,,,,,,0.0,,5,,,,
,,,,3329,,,,,,0.0,,5,,,,
,,,,3339,,,,,,0.0,,5,,,,
,,,,3349,,,,,,0.0,,5,,,,
,,,,3359,,,,,,0.0,,5,,,,
,,,,3369,,,,,,0.0,,5,,,,
,,,,3379,,,,,,0.0,,5,,,,
,,,,3389,,,,,,0.0,,5,,,,
,,,,3389,,,,,,,,5,,,0.0,
,,,,3399,,,,,,0.0,,6,,,,
,,,,3409,,,,,,0.0,,6,,,,
,,,,3419,,,,,,0.0,,6,,,,
,,,,3429,,,,,,0.0,,6,,,,
,,,,3439,,,,,,0.0,,6,,,,
,,,,3449,,,,,,0.0,,6,,,,
,,,,3459,,,,,,0.0,,6,,,,
,,,,3469,,,,,,0.0,,6,,,,
,,,,3479,,,,,,0.0,,6,,,,
,,,,3489,,,,,,0.0,,6,,,,
,,,,3499,,,,,,0.0,,6,,,,
,,,,3509,,,,,,0.0,,6,,,,
,,,,3519,,,,,,0.0,,6,,,,
,,,,3529,,,,,,0.0,,6,,,,
,,,,3539,,,,,,0.0,,6,,,,
,,,,3549,,,,,,0.0,,6,,,,
,,,,3559,,,,,,0.0,,6,,,,
,,,,3569,,,,,,0.0,,6,,,,
,,,,3579,,,,,,0.0,,6,,,,
,,,,3589,,,,,,0.0,,6,,,,
,,,,3599,,,,,,0.0,,6,,,,
,,,,3609,,,,,,0.0,,6,,,,
,,,,3619,,,,,,0.0,,6,,,,
,,,,3629,,,,,,0.0,,6,,,,
,,,,3639,,,,,,0.0,,6,,,,
,,,,3649,,,,,,0.0,,6,,,,
,,,,3659,,,,,,0.0,,6,,,,
,,,,3669,,,,,,0.0,,6,,,,
,,,,3679,,,,,,0.0,,6,,,,
,,,,3689,,,,,,0.0,,6,,,,
,,,,3699,,,,,,0.0,,6,,,,
,,,,3709,,,,,,0.0,,6,,,,
,,,,3719,,,,,,0.0,,6,,,,
,,,,3729,,,,,,0.0,,6,,,,
,,,,3739,,,,,,0.0,,6,,,,
,,,,3749,,,,,,0.0,,6,,,,
,,,,3759,,,,,,0.0,,6,,,,
,,,,3769,,,,,,0.0,,6,,,,
,,,,3779,,,,,,0.0,,6,,,,
,,,,3789,,,,,,0.0,,6,,,,
,,,,3799,,,,,,0.0,,6,,,,
,,,,3809,,,,,,0.0,,6,,,,
,,,,3819,,,,,,0.0,,6,,,,
,,,,3829,,,,,,0.0,,6,,,,
,,,,3839,,,,,,0.0,,6,,,,
,,,,3849,,,,,,0.0,,6,,,,
,,,,3859,,,,,,0.0,,6,,,,
,,,,3869,,,,,,0.0,,6,,,,
,,,,3879,,,,,,0.0,,6,,,,
,,,,3889,,,,,,0.0,,6,,,,
,,,,3899,,,,,,0.0,,6,,,,
,,,,3909,,,,,,0.0,,6,,,,
,,,,3919,,,,,,0.0,,6,,,,
,,,,3929,,,,,,0.0,,6,,,,
,,,,3939,,,,,,0.0,,6,,,,
,,,,3949,,,,,,0.0,,6,,,,
,,,,3954,,,,,,,,6,,,0.0,
,,,,3959,,,,,,0.0,,7,,,,
,,,,3969,,,,,,0.0,,7,,,,
,,,,3979,,,,,,0.0,,7,,,,
,,,,3989,,,,,,0.0,,7,,,,
,,,,3999,,,,,,0.0,,7,,,,
,,,,4009,,,,,,0.0,,7,,,,
,,,,4019,,,,,,0.0,,7,,,,
,,,,4029,,,,,,0.0,,7,,,,
,,,,4039,,,,,,0.0,,7,,,,
,,,,4049,,,,,,0.0,,7,,,,
,,,,4059,,,,,,0.0,,7,,,,
,,,,4069,,,,,,0.0,,7,,,,
,,,,4079,,,,,,0.0,,7,,,,
,,,,4089,,,,,,0.0,,7,,,,
,,,,4099,,,,,,0.0,,7,,,,
,,,,4109,,,,,,0.0,,7,,,,
,,,,4119,,,,,,0.0,,7,,,,
,,,,4129,,,,,,0.0,,7,,,,
,,,,4139,,,,,,0.0,,7,,,,
,,,,4149,,,,,,0.0,,7,,,,
,,,,4159,,,,,,0.0,,7,,,,
,,,,4169,,,,,,0.0,,7,,,,
,,,,4179,,,,,,0.0,,7,,,,
,,,,4189,,,,,,0.0,,7,,,,
,,,,4199,,,,,,0.0,,7,,,,
,,,,4209,,,,,,0.0,,7,,,,
,,,,4219,,,,,,0.0,,7,,,,
,,,,4229,,,,,,0.0,,7,,,,
,,,,4239,,,,,,0.0,,7,,,,
,,,,4249,,,,,,0.0,,7,,,,
,,,,4259,,,,,,0.0,,7,,,,
,,,,4269,,,,,,0.0,,7,,,,
,,,,4279,,,,,,0.0,,7,,,,
,,,,4289,,,,,,0.0,,7,,,,
,,,,4299,,,,,,0.0,,7,,,,
,,,,4309,,,,,,0.0,,7,,,,
,,,,4319,,,,,,0.0,,7,,,,
,,,,4329,,,,,,0.0,,7,,,,
,,,,4339,,,,,,0.0,,7,,,,
,,,,4349,,,,,,0.0,,7,,,,
,,,,4359,,,,,,0.0,,7,,,,
,,,,4369,,,,,,0.0,,7,,,,
,,,,4379,,,,,,0.0,,7,,,,
,,,,4389,,,,,,0.0,,7,,,,
,,,,4399,,,,,,0.0,,7,,,,
,,,,4409,,,,,,0.0,,7,,,,
,,,,4419,,,,,,0.0,,7,,,,
,,,,4429,,,,,,0.0,,7,,,,
,,,,4439,,,,,,0.0,,7,,,,
,,,,4449,,,,,,0.0,,7,,,,
,,,,4459,,,,,,0.0,,7,,,,
,,,,4469,,,,,,0.0,,7,,,,
,,,,4479,,,,,,0.0,,7,,,,
,,,,4489,,,,,,0.0,,7,,,,
,,,,4499,,,,,,0.0,,7,,,,
,,,,4509,,,,,,0.0,,7,,,,
,,,,4519,,,,,,0.0,,7,,,,
,,,,4519,,,,,,,,7,,,0.0,
,,,,4529,,,,,,0.0,,8,,,,
,,,,4539,,,,,,0.0,,8,,,,
,,,,4549,,,,,,0.0,,8,,,,
,,,,4559,,,,,,0.0,,8,,,,
,,,,4569,,,,,,0.0,,8,,,,
,,,,4579,,,,,,0.0,,8,,,,
,,,,4589,,,,,,0.0,,8,,,,
,,,,4599,,,,,,0.0,,8,,,,
,,,,4609,,,,,,0.0,,8,,,,
,,,,4619,,,,,,0.0,,8,,,,
,,,,4629,,,,,,0.0,,8,,,,
,,,,4639,,,,,,0.0,,8,,,,
,,,,4649,,,,,,0.0,,8,,,,
,,,,4659,,,,,,0.0,,8,,,,
,,,,4669,,,,,,0.0,,8,,,,
,,,,4679,,,,,,0.0,,8,,,,
,,,,4689,,,,,,0.0,,8,,,,
,,,,4699,,,,,,0.0,,8,,,,
,,,,4709,,,,,,0.0,,8,,,,
,,,,4719,,,,,,0.0,,8,,,,
,,,,4729,,,,,,0.0,,8,,,,
,,,,4739,,,,,,0.0,,8,,,,
,,,,4749,,,,,,0.0,,8,,,,
,,,,4759,,,,,,0.0,,8,,,,
,,,,4769,,,,,,0.0,,8,,,,
,,,,4779,,,,,,0.0,,8,,,,
,,,,4789,,,,,,0.0,,8,,,,
,,,,4799,,,,,,0.0,,8,,,,
,,,,4809,,,,,,0.0,,8,,,,
,,,,4819,,,,,,0.0,,8,,,,
,,,,4829,,,,,,0.0,,8,,,,
,,,,4839,,,,,,0.0,,8,,,,
,,,,4849,,,,,,0.0,,8,,,,
,,,,4859,,,,,,0.0,,8,,,,
,,,,4869,,,,,,0.0,,8,,,,
,,,,4879,,,,,,0.0,,8,,,,
,,,,4889,,,,,,0.0,,8,,,,
,,,,4899,,,,,,0.0,,8,,,,
,,,,4909,,,,,,0.0,,8,,,,
,,,,4919,,,,,,0.0,,8,,,,
,,,,4929,,,,,,0.0,,8,,,,
,,,,4939,,,,,,0.0,,8,,,,
,,,,4949,,,,,,0.0,,8,,,,
,,,,4959,,,,,,0.0,,8,,,,
,,,,4969,,,,,,0.0,,8,,,,
,,,,4979,,,,,,0.0,,8,,,,
,,,,4989,,,,,,0.0,,8,,,,
,,,,4999,,,,,,0.0,,8,,,,
,,,,5009,,,,,,0.0,,8,,,,
,,,,5019,,,,,,0.0,,8,,,,
,,,,5029,,,,,,0.0,,8,,,,
,,,,5039,,,,,,0.0,,8,,,,
,,,,5049,,,,,,0.0,,8,,,,
,,,,5059,,,,,,0.0,,8,,,,
,,,,5069,,,,,,0.0,,8,,,,
,,,,5079,,,,,,0.0,,8,,,,
,,,,5084,,,,,,,,8,,,0.0,
,,,,5089,,,,,,0.0,,9,,,,
,,,,5099,,,,,,0.0,,9,,,,
,,,,5109,,,,,,0.0,,9,,,,
,,,,5119,,,,,,0.0,,9,,,,
,,,,5129,,,,,,0.0,,9,,,,
,,,,5139,,,,,,0.0,,9,,,,
,,,,5149,,,,,,0.0,,9,,,,
,,,,5159,,,,,,0.0,,9,,,,
,,,,5169,,,,,,0.0,,9,,,,
,,,,5179,,,,,,0.0,,9,,,,
,,,,5189,,,,,,0.0,,9,,,,
,,,,5199,,,,,,0.0,,9,,,,
,,,,5209,,,,,,0.0,,9,,,,
,,,,5219,,,,,,0.0,,9,,,,
,,,,5229,,,,,,0.0,,9,,,,
,,,,5239,,,,,,0.0,,9,,,,
,,,,5249,,,,,,0.0,,9,,,,
,,,,5259,,,,,,0.0,,9,,,,
,,,,5269,,,,,,0.0,,9,,,,
,,,,5279,,,,,,0.0,,9,,,,
,,,,5289,,,,,,0.0,,9,,,,
,,,,5299,,,,,,0.0,,9,,,,
,,,,5309,,,,,,0.0,,9,,,,
,,,,5319,,,,,,0.0,,9,,,,
,,,,5329,,,,,,0.0,,9,,,,
,,,,5339,,,,,,0.0,,9,,,,
,,,,5349,,,,,,0.0,,9,,,,
,,,,5359,,,,,,0.0,,9,,,,
,,,,5369,,,,,,0.0,,9,,,,
,,,,5379,,,,,,0.0,,9,,,,
,,,,5389,,,,,,0.0,,9,,,,
,,,,5399,,,,,,0.0,,9,,,,
,,,,5409,,,,,,0.0,,9,,,,
,,,,5419,,,,,,0.0,,9,,,,
,,,,5429,,,,,,0.0,,9,,,,
,,,,5439,,,,,,0.0,,9,,,,
,,,,5449,,,,,,0.0,,9,,,,
,,,,5459,,,,,,0.0,,9,,,,
,,,,5469,,,,,,0.0,,9,,,,
,,,,5479,,,,,,0.0,,9,,,,
,,,,5489,,,,,,0.0,,9,,,,
,,,,5499,,,,,,0.0,,9,,,,
,,,,5509,,,,,,0.0,,9,,,,
,,,,5519,,,,,,0.0,,9,,,,
,,,,5529,,,,,,0.0,,9,,,,
,,,,5539,,,,,,0.0,,9,,,,
,,,,5549,,,,,,0.0,,9,,,,
,,,,5559,,,,,,0.0,,9,,,,
,,,,5569,,,,,,0.0,,9,,,,
,,,,5579,,,,,,0.0,,9,,,,
,,,,5589,,,,,,0.0,,9,,,,
,,,,5599,,,,,,0.0,,9,,,,
,,,,5609,,,,,,0.0,,9,,,,
,,,,5619,,,,,,0.0,,9,,,,
,,,,5629,,,,,,0.0,,9,,,,
,,,,5639,,,,,,0.0,,9,,,,
